Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Order Date.Variation.Date Hierarchy.Quarter,Orders.Order Date.Variation.Date Hierarchy.Month,Orders.Order Date.Variation.Date Hierarchy.Day,Sum(Orders.Profit),CountNonNull(Orders.Country)
2014,Qtr 4,October,8,60.7518,2
2014,Qtr 4,October,9,70.0043,3
2014,Qtr 4,October,10,169.9526,10
2014,Qtr 4,October,11,110.6138,9
2014,Qtr 4,October,12,12.877099999999999,3
2014,Qtr 4,October,13,454.10329999999993,11
2014,Qtr 4,October,14,1059.3591999999999,10
2014,Qtr 4,October,15,-0.9321000000000002,3
2014,Qtr 4,October,16,91.4088,2
2014,Qtr 4,October,17,-36.838,3
2014,Qtr 4,October,18,606.1102000000001,9
2014,Qtr 4,October,19,124.54769999999999,7
2014,Qtr 4,October,20,-65.98380000000002,8
2014,Qtr 4,October,21,26.062299999999993,6
2014,Qtr 4,October,22,23.303199999999997,2
2014,Qtr 4,October,24,18.5592,3
2014,Qtr 4,October,25,9.4491,3
2014,Qtr 4,October,26,41.592,2
2014,Qtr 4,October,27,7.6626,2
2014,Qtr 4,October,28,93.42819999999999,6
2014,Qtr 4,October,29,378.5486,3
2014,Qtr 4,October,31,-48.10750000000006,19
2014,Qtr 4,November,1,663.3640999999999,20
2014,Qtr 4,November,2,286.5754,11
2014,Qtr 4,November,3,-108.22129999999994,14
2014,Qtr 4,November,4,2443.392,15
2014,Qtr 4,November,5,-61.611599999999996,8
2014,Qtr 4,November,6,20.9664,1
2014,Qtr 4,November,7,155.4863,14
2014,Qtr 4,November,8,25.0182,1
2014,Qtr 4,November,9,222.68859999999987,7
2014,Qtr 4,November,10,436.63309999999996,12
2014,Qtr 4,November,11,-449.5311000000002,26
2014,Qtr 4,November,12,79.634,11
2014,Qtr 4,November,14,308.90680000000003,8
2014,Qtr 4,November,15,400.07809999999995,8
2014,Qtr 4,November,16,137.5582,10
2014,Qtr 4,November,17,1954.1346,13
2014,Qtr 4,November,18,-347.5227,20
2014,Qtr 4,November,19,1979.1982000000003,13
2014,Qtr 4,November,20,251.172,4
2014,Qtr 4,November,21,378.1699,9
2014,Qtr 4,November,22,461.89209999999997,8
2014,Qtr 4,November,23,-105.23839999999998,12
2014,Qtr 4,November,24,-97.35739999999994,19
2014,Qtr 4,November,25,148.62720000000002,16
2014,Qtr 4,November,26,-62.16119999999999,14
2014,Qtr 4,November,27,41.296,2
2014,Qtr 4,November,28,12.47320000000001,13
2014,Qtr 4,November,29,104.6772,5
2014,Qtr 4,November,30,11.828999999999997,4
2014,Qtr 4,December,1,875.1448000000003,12
2014,Qtr 4,December,2,111.3749,14
2014,Qtr 4,December,3,146.8304,2
2014,Qtr 4,December,4,62.3904,1
2014,Qtr 4,December,5,425.04079999999993,16
2014,Qtr 4,December,6,-19.018999999999973,11
2014,Qtr 4,December,7,201.7832,4
2014,Qtr 4,December,8,125.92729999999999,13
2014,Qtr 4,December,9,125.75130000000001,8
2014,Qtr 4,December,10,101.14259999999997,5
2014,Qtr 4,December,12,-72.10080000000004,9
2014,Qtr 4,December,13,8.731399999999994,6
2014,Qtr 4,December,14,2220.5215000000003,9
2014,Qtr 4,December,15,-144.73199999999997,5
2014,Qtr 4,December,16,415.6423999999998,15
2014,Qtr 4,December,17,7.1924,2
2014,Qtr 4,December,19,356.9568999999999,12
2014,Qtr 4,December,20,1557.0102000000002,24
2014,Qtr 4,December,21,178.26479999999998,4
2014,Qtr 4,December,22,183.1211,6
2014,Qtr 4,December,23,67.37939999999999,9
2014,Qtr 4,December,24,264.308,11
2014,Qtr 4,December,26,-3.5974000000000697,15
2014,Qtr 4,December,27,-336.32509999999996,16
2014,Qtr 4,December,28,706.8574000000001,6
2014,Qtr 4,December,29,568.0095,16
2014,Qtr 4,December,30,-594.5495999999999,13
2014,Qtr 4,December,31,1444.5131000000001,14
2015,Qtr 1,January,2,-1161.5484,8
2015,Qtr 1,January,3,-348.4578,4
2015,Qtr 1,January,4,104.67240000000001,3
2015,Qtr 1,January,5,62.50859999999999,6
2015,Qtr 1,January,6,7.8934,2
2015,Qtr 1,January,9,131.0797,4
2015,Qtr 1,January,10,-373.3048,1
2015,Qtr 1,January,12,62.80479999999999,6
2015,Qtr 1,January,13,160.3086,4
2015,Qtr 1,January,17,-300.0494,3
2015,Qtr 1,January,19,-21.712200000000003,2
2015,Qtr 1,January,23,20.8106,2
2015,Qtr 1,January,24,2.132,1
2015,Qtr 1,January,26,84.0512,1
2015,Qtr 1,January,27,-191.64319999999998,4
2015,Qtr 1,January,28,-1862.3124,1
2015,Qtr 1,January,30,302.8533,3
2015,Qtr 1,January,31,38.9066,3
2015,Qtr 1,February,3,157.4118,6
2015,Qtr 1,February,6,242.11719999999997,9
2015,Qtr 1,February,7,152.5909,2
2015,Qtr 1,February,8,-19.1734,4
2015,Qtr 1,February,9,102.37640000000002,5
2015,Qtr 1,February,10,7.724,1
2015,Qtr 1,February,14,104.5389,7
2015,Qtr 1,February,15,477.3456,8
2015,Qtr 1,February,16,74.68450000000001,3
2015,Qtr 1,February,18,31.634199999999993,3
2015,Qtr 1,February,20,77.56439999999999,2
2015,Qtr 1,February,21,1294.0764,2
2015,Qtr 1,February,22,20.6336,1
2015,Qtr 1,February,23,10.5336,2
2015,Qtr 1,February,25,11.736,2
2015,Qtr 1,February,27,52.4903,5
2015,Qtr 1,February,28,15.566400000000002,2
2015,Qtr 1,March,1,12.718199999999795,7
2015,Qtr 1,March,2,218.9629,3
2015,Qtr 1,March,5,-417.8949999999999,16
2015,Qtr 1,March,6,473.7518,2
2015,Qtr 1,March,7,271.4153,4
2015,Qtr 1,March,8,592.3805,8
2015,Qtr 1,March,9,53.9619,3
2015,Qtr 1,March,10,23.2592,2
2015,Qtr 1,March,12,9.998000000000001,4
2015,Qtr 1,March,13,234.4744,3
2015,Qtr 1,March,14,332.7422,3
2015,Qtr 1,March,15,1.6776,1
2015,Qtr 1,March,16,3508.0309,10
2015,Qtr 1,March,17,11.834999999999999,2
2015,Qtr 1,March,19,1982.1858,13
2015,Qtr 1,March,20,485.71540000000005,9
2015,Qtr 1,March,21,242.5149,3
2015,Qtr 1,March,22,270.79810000000003,10
2015,Qtr 1,March,23,181.08280000000002,6
2015,Qtr 1,March,24,-22.2494,3
2015,Qtr 1,March,26,937.2579999999999,6
2015,Qtr 1,March,27,3.348,1
2015,Qtr 1,March,28,59.3424,5
2015,Qtr 1,March,29,296.89979999999997,8
2015,Qtr 1,March,30,-87.9252,3
2015,Qtr 1,March,31,55.81429999999999,3
2015,Qtr 2,April,2,-35.824500000000015,6
2015,Qtr 2,April,4,384.4765,9
2015,Qtr 2,April,5,-243.81410000000005,13
2015,Qtr 2,April,6,-0.17039999999999722,6
2015,Qtr 2,April,7,-1113.9491,5
2015,Qtr 2,April,9,133.5327,3
2015,Qtr 2,April,10,48.6963,3
2015,Qtr 2,April,11,423.98699999999997,7
2015,Qtr 2,April,12,0.407399999999999,1
2015,Qtr 2,April,13,-38.728199999999994,15
2015,Qtr 2,April,14,2.6406,1
2015,Qtr 2,April,16,815.8418000000001,14
2015,Qtr 2,April,17,686.5088999999999,8
2015,Qtr 2,April,18,214.8503,18
2015,Qtr 2,April,19,-564.9804,2
2015,Qtr 2,April,20,507.14070000000004,5
2015,Qtr 2,April,21,228.89280000000002,4
2015,Qtr 2,April,22,24.444300000000002,2
2015,Qtr 2,April,24,7.5371,1
2015,Qtr 2,April,25,118.58119999999998,7
2015,Qtr 2,April,26,-134.89960000000002,10
2015,Qtr 2,April,27,978.3105,5
2015,Qtr 2,April,28,1911.4570999999999,5
2015,Qtr 2,April,29,2.8884,1
2015,Qtr 2,April,30,-170.33110000000002,9
2015,Qtr 2,May,1,66.22339999999998,7
2015,Qtr 2,May,2,16.8468,2
2015,Qtr 2,May,3,255.46429999999998,13
2015,Qtr 2,May,4,157.50220000000002,4
2015,Qtr 2,May,7,-4.981000000000002,3
2015,Qtr 2,May,8,1241.9831000000001,11
2015,Qtr 2,May,9,23.9169,1
2015,Qtr 2,May,10,-190.8586,3
2015,Qtr 2,May,11,16.7972,1
2015,Qtr 2,May,12,147.6039,8
2015,Qtr 2,May,13,22.278799999999997,2
2015,Qtr 2,May,14,320.8917999999998,12
2015,Qtr 2,May,15,-1.6029999999999998,2
2015,Qtr 2,May,16,31.996,1
2015,Qtr 2,May,17,-13.745200000000008,4
2015,Qtr 2,May,18,5.3214,1
2015,Qtr 2,May,20,15.479199999999999,2
2015,Qtr 2,May,21,-62.22239999999999,3
2015,Qtr 2,May,22,425.8189,4
2015,Qtr 2,May,23,367.8272,6
2015,Qtr 2,May,24,-176.59189999999998,2
2015,Qtr 2,May,25,265.8342999999998,8
2015,Qtr 2,May,26,9.360000000000007,8
2015,Qtr 2,May,28,244.0794,9
2015,Qtr 2,May,29,166.11509999999996,8
2015,Qtr 2,May,30,87.62519999999998,4
2015,Qtr 2,May,31,1228.906,17
2015,Qtr 2,June,1,300.47860000000003,7
2015,Qtr 2,June,4,464.8084,6
2015,Qtr 2,June,5,173.934,2
2015,Qtr 2,June,7,0.49799999999999867,4
2015,Qtr 2,June,8,-296.34939999999995,9
2015,Qtr 2,June,9,86.00640000000003,7
2015,Qtr 2,June,11,-60.600400000000015,13
2015,Qtr 2,June,12,27.745799999999996,5
2015,Qtr 2,June,13,395.69410000000005,10
2015,Qtr 2,June,14,5.1072,1
2015,Qtr 2,June,15,-20.1443,6
2015,Qtr 2,June,16,1173.3926,6
2015,Qtr 2,June,18,344.1388,14
2015,Qtr 2,June,19,101.6172,6
2015,Qtr 2,June,20,255.459,4
2015,Qtr 2,June,21,37.7916,1
2015,Qtr 2,June,22,-66.72129999999993,3
2015,Qtr 2,June,23,154.5192,7
2015,Qtr 2,June,25,88.3863,10
2015,Qtr 2,June,26,308.0027,7
2015,Qtr 2,June,28,-225.4028,6
2015,Qtr 2,June,29,87.1955,4
2015,Qtr 3,July,2,-50.82450000000012,13
2015,Qtr 3,July,3,179.01670000000001,5
2015,Qtr 3,July,4,297.9044,3
2015,Qtr 3,July,5,8.635099999999998,7
2015,Qtr 3,July,6,275.763,7
2015,Qtr 3,July,8,6.6,1
2015,Qtr 3,July,9,416.8136,14
2015,Qtr 3,July,10,10.73,2
2015,Qtr 3,July,11,268.6297,11
2015,Qtr 3,July,12,140.7015,8
2015,Qtr 3,July,13,282.9552,5
2015,Qtr 3,July,14,-199.99999999999997,4
2015,Qtr 3,July,16,203.53549999999998,7
2015,Qtr 3,July,17,-2.536199999999999,4
2015,Qtr 3,July,18,218.4631,5
2015,Qtr 3,July,19,-1.35,1
2015,Qtr 3,July,20,109.84820000000009,10
2015,Qtr 3,July,23,74.601,3
2015,Qtr 3,July,24,174.0094,4
2015,Qtr 3,July,25,200.37109999999998,8
2015,Qtr 3,July,26,-71.34029999999998,7
2015,Qtr 3,July,27,0.2997,1
2015,Qtr 3,July,30,143.9366,5
2015,Qtr 3,July,31,601.8855,5
2015,Qtr 3,August,1,-172.5108,2
2015,Qtr 3,August,2,-37.1605,7
2015,Qtr 3,August,5,-19.77000000000001,4
2015,Qtr 3,August,6,-81.3505,5
2015,Qtr 3,August,7,245.8333,8
2015,Qtr 3,August,8,300.0444,7
2015,Qtr 3,August,9,1061.5805,17
2015,Qtr 3,August,10,85.20669999999998,7
2015,Qtr 3,August,11,49.7245,3
2015,Qtr 3,August,13,55.838499999999996,6
2015,Qtr 3,August,15,108.5013,3
2015,Qtr 3,August,16,1.6121000000000123,13
2015,Qtr 3,August,17,0.4823999999999913,5
2015,Qtr 3,August,21,-147.1878,16
2015,Qtr 3,August,22,23.8856,2
2015,Qtr 3,August,23,359.47729999999996,11
2015,Qtr 3,August,24,1469.2683999999997,14
2015,Qtr 3,August,25,7.654399999999999,5
2015,Qtr 3,August,27,156.97589999999997,5
2015,Qtr 3,August,28,1420.1492,10
2015,Qtr 3,August,29,47.0866,2
2015,Qtr 3,August,31,420.4669,7
2015,Qtr 3,September,1,751.9428,7
2015,Qtr 3,September,3,182.87880000000004,14
2015,Qtr 3,September,4,252.039,7
2015,Qtr 3,September,5,-31.056399999999975,9
2015,Qtr 3,September,6,301.3426,10
2015,Qtr 3,September,7,-39.062199999999976,14
2015,Qtr 3,September,8,20.8344,3
2015,Qtr 3,September,10,283.659,9
2015,Qtr 3,September,11,467.95910000000003,13
2015,Qtr 3,September,12,119.3676,9
2015,Qtr 3,September,13,705.9920999999999,14
2015,Qtr 3,September,14,720.4735000000001,7
2015,Qtr 3,September,15,539.7909999999999,14
2015,Qtr 3,September,16,14.6264,1
2015,Qtr 3,September,17,-1194.2832,23
2015,Qtr 3,September,18,778.9322,14
2015,Qtr 3,September,19,194.79919999999998,6
2015,Qtr 3,September,20,-905.3418,7
2015,Qtr 3,September,21,1297.1822,20
2015,Qtr 3,September,22,29.083499999999884,11
2015,Qtr 3,September,24,1176.4350000000002,19
2015,Qtr 3,September,25,858.6825,21
2015,Qtr 3,September,26,672.7522,20
2015,Qtr 3,September,27,722.861,10
2015,Qtr 3,September,28,287.27219999999994,11
2015,Qtr 4,October,1,169.7002,6
2015,Qtr 4,October,2,290.7676,15
2015,Qtr 4,October,3,-20.20920000000001,6
2015,Qtr 4,October,4,63.985,4
2015,Qtr 4,October,5,-21.292800000000007,7
2015,Qtr 4,October,8,-7.664499999999997,3
2015,Qtr 4,October,9,561.5941,12
2015,Qtr 4,October,10,-354.44759999999997,5
2015,Qtr 4,October,11,-378.27810000000005,3
2015,Qtr 4,October,12,312.5428,11
2015,Qtr 4,October,13,101.18539999999999,2
2015,Qtr 4,October,15,-332.0803,8
2015,Qtr 4,October,16,214.4922,1
2015,Qtr 4,October,17,3.89399999999999,1
2015,Qtr 4,October,18,-155.4814,5
2015,Qtr 4,October,19,633.5718,6
2015,Qtr 4,October,20,155.3014,5
2015,Qtr 4,October,22,-6.768800000000001,2
2015,Qtr 4,October,23,352.1440999999999,15
2015,Qtr 4,October,24,-140.5054000000001,5
2015,Qtr 4,October,25,96.38910000000004,6
2015,Qtr 4,October,26,-59.066199999999974,8
2015,Qtr 4,October,28,36.8692,4
2015,Qtr 4,October,29,119.3436,2
2015,Qtr 4,October,30,550.7929,7
2015,Qtr 4,October,31,630.5869000000001,17
2015,Qtr 4,November,1,922.0565,12
2015,Qtr 4,November,2,759.3803,11
2015,Qtr 4,November,3,371.94719999999995,5
2015,Qtr 4,November,5,113.24300000000001,8
2015,Qtr 4,November,6,-1.0427999999999997,2
2015,Qtr 4,November,7,-957.6868,14
2015,Qtr 4,November,8,4006.6367,27
2015,Qtr 4,November,9,1442.5109,13
2015,Qtr 4,November,10,929.9649999999999,8
2015,Qtr 4,November,11,163.9204,2
2015,Qtr 4,November,12,23.4625,11
2015,Qtr 4,November,13,205.98509999999965,21
2015,Qtr 4,November,14,573.2890999999998,13
2015,Qtr 4,November,15,-37.52529999999999,8
2015,Qtr 4,November,16,884.1846,12
2015,Qtr 4,November,17,617.7707,11
2015,Qtr 4,November,19,283.2596,4
2015,Qtr 4,November,20,-224.60039999999998,25
2015,Qtr 4,November,21,-209.56779999999986,21
2015,Qtr 4,November,22,-68.5681,14
2015,Qtr 4,November,23,960.7959999999999,10
2015,Qtr 4,November,24,388.796,10
2015,Qtr 4,November,25,1.476,1
2015,Qtr 4,November,26,492.1915,6
2015,Qtr 4,November,27,62.72519999999999,17
2015,Qtr 4,November,28,118.69299999999997,13
2015,Qtr 4,November,29,578.8302,10
2015,Qtr 4,November,30,72.66009999999999,15
2015,Qtr 4,December,1,953.109,14
2015,Qtr 4,December,3,-105.91659999999996,12
2015,Qtr 4,December,4,-182.6604000000001,16
2015,Qtr 4,December,5,217.5366,12
2015,Qtr 4,December,6,931.1059999999999,24
2015,Qtr 4,December,7,382.4588,9
2015,Qtr 4,December,8,342.7745,6
2015,Qtr 4,December,9,16.6698,1
2015,Qtr 4,December,10,761.9428000000001,20
2015,Qtr 4,December,11,-70.13260000000001,18
2015,Qtr 4,December,12,390.1145,14
2015,Qtr 4,December,13,175.9253,9
2015,Qtr 4,December,14,132.4591,12
2015,Qtr 4,December,15,-1524.4945000000002,9
2015,Qtr 4,December,16,2.3406,1
2015,Qtr 4,December,17,327.55889999999994,12
2015,Qtr 4,December,18,-84.307,7
2015,Qtr 4,December,19,1201.5649999999998,14
2015,Qtr 4,December,20,66.46679999999999,11
2015,Qtr 4,December,21,679.7548,11
2015,Qtr 4,December,22,6.6432,3
2015,Qtr 4,December,23,56.3528,1
2015,Qtr 4,December,24,1414.2555999999997,19
2015,Qtr 4,December,25,906.1598999999999,16
2015,Qtr 4,December,26,4.522199999999998,4
2015,Qtr 4,December,27,82.69459999999984,22
2015,Qtr 4,December,28,2.9105999999999996,2
2015,Qtr 4,December,29,0.0636000000000001,1
2015,Qtr 4,December,30,490.60380000000004,5
2015,Qtr 4,December,31,438.4882,11
2016,Qtr 1,January,2,105.541,2
2016,Qtr 1,January,3,386.486,6
2016,Qtr 1,January,4,40.402,3
2016,Qtr 1,January,5,46.45680000000001,3
2016,Qtr 1,January,7,8.139100000000001,3
2016,Qtr 1,January,8,449.1403,5
2016,Qtr 1,January,9,264.49800000000005,3
2016,Qtr 1,January,10,55.365300000000005,3
2016,Qtr 1,January,11,25.083399999999997,4
2016,Qtr 1,January,14,64.046,2
2016,Qtr 1,January,15,196.1224,8
2016,Qtr 1,January,16,15.996500000000001,2
2016,Qtr 1,January,17,176.2682,4
