Orders.Sub-Category,Orders.Ship Mode,Orders.Segment,Sum(Orders.Profit),Sum(Orders.Quantity),Sum(Orders.Discount),Sum(Orders.Sales)
Machines,First Class,Home Office,392.79320000000007,23,1,6411.1
Machines,Same Day,Consumer,1665.0440999999998,9,1,4251.804
Machines,Same Day,Corporate,-1444.8527000000004,18,1,15941.547
Machines,Same Day,Home Office,218.5794,8,0,2605.186
Machines,Second Class,Consumer,3376.5764999999997,18,0,14095.99
Machines,Second Class,Corporate,-1401.937200000001,18,2,6686.166
Machines,Second Class,Home Office,182.3906,7,0,1711.544
Machines,Standard Class,Consumer,764.2286000000001,168,4,57407.681
Machines,Standard Class,Corporate,1881.3136999999997,74,4,23694.091
Machines,Standard Class,Home Office,-253.08710000000076,44,2,38691.221
Fasteners,First Class,Consumer,62.602199999999996,51,0,167.192
Fasteners,First Class,Corporate,54.031,43,0,155.05
Fasteners,First Class,Home Office,10.442,12,0,35.356
Fasteners,Same Day,Consumer,34.49569999999999,35,0,90.932
Fasteners,Same Day,Corporate,11.32,10,0,33.7
Fasteners,Same Day,Home Office,0.3024,8,0,15.12
Fasteners,Second Class,Consumer,107.11530000000002,85,0,271.35
Fasteners,Second Class,Corporate,34.566500000000005,60,0,149.812
Fasteners,Second Class,Home Office,16.348,23,0,56.856
Fasteners,Standard Class,Consumer,372.5876,302,0,1151.468
Fasteners,Standard Class,Corporate,151.98549999999997,160,0,444.728
Fasteners,Standard Class,Home Office,93.72200000000004,125,0,452.716
Supplies,First Class,Consumer,92.66329999999999,44,0,1972.366
Supplies,First Class,Corporate,-8.461599999999997,21,0,1260.694
Supplies,First Class,Home Office,28.90450000000002,9,0,335.234
Supplies,Same Day,Consumer,22.2378,13,0,100.6
Supplies,Same Day,Corporate,36.4002,14,0,332.85
Supplies,Same Day,Home Office,20.302200000000003,7,0,76.86
Supplies,Second Class,Consumer,-662.05,66,0,13263.61
Supplies,Second Class,Corporate,139.82510000000028,74,0,16057.81
Supplies,Second Class,Home Office,16.6625,12,0,56.99
Supplies,Standard Class,Consumer,-1110.4024,236,0,10404.92
Supplies,Standard Class,Corporate,171.1627,93,0,1783.93
Supplies,Standard Class,Home Office,63.656200000000005,58,0,1027.674
Bookcases,First Class,Consumer,-373.33930000000015,88,2,8980.586
Bookcases,First Class,Corporate,-82.1348000000002,77,2,7715.8239
Bookcases,First Class,Home Office,149.4766,22,0,4368.909
Bookcases,Same Day,Consumer,25.1686,2,0,562.617
Bookcases,Same Day,Corporate,271.4192,4,0,1043.92
Bookcases,Same Day,Home Office,95.97780000000003,13,0,1364.045
Bookcases,Second Class,Consumer,-954.3445000000002,93,3,11808.5941
Bookcases,Second Class,Corporate,-199.29260000000016,53,0,7626.8098
Bookcases,Second Class,Home Office,125.61580000000001,29,0,2871.809
Bookcases,Standard Class,Consumer,-3133.1230000000005,313,6,47280.9319
Bookcases,Standard Class,Corporate,648.4583999999996,137,2,17619.3706
Bookcases,Standard Class,Home Office,-46.438200000000045,37,0,3636.58
Tables,First Class,Consumer,-356.2374000000001,62,0,9191.455
Tables,First Class,Corporate,297.59060000000005,51,0,8951.387
Tables,First Class,Home Office,-1306.7197,63,0,10657.934
Tables,Same Day,Consumer,-709.1799,44,0,5455.589
Tables,Same Day,Corporate,-264.5042,35,0,3502.454
Tables,Same Day,Home Office,-155.7384,6,0,686.304
Tables,Second Class,Consumer,-2230.3206999999993,156,0,27766.7815
Tables,Second Class,Corporate,-1612.3905,46,0,6548.222
Tables,Second Class,Home Office,522.0313,55,0,9378.744
Tables,Standard Class,Consumer,-6432.2998,340,0,57519.9695
Tables,Standard Class,Corporate,-3327.1945000000014,287,0,51869.6545
Tables,Standard Class,Home Office,-2150.5179,96,0,15437.0375
