Orders.Sub-Category,Orders.Ship Mode,Orders.Segment,Sum(Orders.Profit),Sum(Orders.Quantity),Sum(Orders.Discount),Sum(Orders.Sales)
Furnishings,Second Class,Corporate,418.59360000000004,175,7.199999999999998,4547.130000000001
Furnishings,Second Class,Home Office,122.21810000000004,123,5.799999999999999,2683.8079999999995
Furnishings,Standard Class,Consumer,5298.543300000002,1075,37.60000000000003,30260.963999999985
Furnishings,Standard Class,Corporate,2301.767899999999,686,23.400000000000013,15306.185999999992
Furnishings,Standard Class,Home Office,1158.4614999999972,425,14.399999999999999,12689.918
Envelopes,First Class,Consumer,472.1837,46,1.2,1089.8000000000002
Envelopes,First Class,Corporate,243.21059999999994,34,1.2,651.4200000000001
Envelopes,First Class,Home Office,286.20179999999993,34,1,822.236
Envelopes,Same Day,Consumer,187.5898,39,0.8,447.576
Envelopes,Same Day,Corporate,52.697599999999994,10,0,114.56
Envelopes,Same Day,Home Office,108.5274,9,0,228.34
Envelopes,Second Class,Consumer,451.63269999999994,89,2.4,1057.5319999999997
Envelopes,Second Class,Corporate,708.7653999999999,78,0.2,1512.604
Envelopes,Second Class,Home Office,120.0054,19,0.4,277.472
Envelopes,Standard Class,Consumer,2153.0063999999998,268,6.800000000000003,5176.2379999999985
Envelopes,Standard Class,Corporate,1566.555399999999,201,4.400000000000001,3664.086
Envelopes,Standard Class,Home Office,613.8004999999998,79,1.9999999999999998,1434.5380000000002
Art,First Class,Consumer,437.38019999999995,217,5.400000000000002,1831.0080000000007
Art,First Class,Corporate,134.98839999999996,96,2.8000000000000003,695.2539999999999
Art,First Class,Home Office,177.98140000000004,101,2.4,943.826
Art,Same Day,Consumer,191.81349999999998,79,1.9999999999999998,764.5320000000002
Art,Same Day,Corporate,187.28540000000004,27,0.4,535.2539999999999
Art,Same Day,Home Office,24.3442,27,0.6000000000000001,137.69
Art,Second Class,Consumer,802.6697,324,5.8000000000000025,3126.2739999999994
Art,Second Class,Corporate,289.656,177,3.0000000000000004,1303.7740000000001
Art,Second Class,Home Office,206.80320000000003,84,2.1999999999999997,839.982
Art,Standard Class,Consumer,2022.4376999999984,1005,20.59999999999996,8530.116000000002
Art,Standard Class,Corporate,1392.7179000000003,550,9.399999999999999,6056.165999999999
Art,Standard Class,Home Office,659.7094,313,5.000000000000002,2354.9159999999997
Labels,First Class,Consumer,460.6333999999999,133,3.0000000000000004,1036.9020000000003
Labels,First Class,Corporate,209.84969999999996,69,1,468.3299999999999
Labels,First Class,Home Office,134.23209999999997,48,1,330.748
Labels,Same Day,Consumer,156.81500000000003,41,0.6000000000000001,377.874
Labels,Same Day,Corporate,17.5036,10,0,37.48
Labels,Same Day,Home Office,71.2456,17,0.2,151.094
Labels,Second Class,Consumer,618.3243000000001,124,1.4,1362.2899999999995
Labels,Second Class,Corporate,814.6824,105,1.9999999999999998,1905.5799999999992
Labels,Second Class,Home Office,33.781400000000005,23,0.6000000000000001,84.664
Labels,Standard Class,Consumer,1840.2156999999982,417,5.600000000000002,3932.195999999998
Labels,Standard Class,Corporate,718.7916,214,5.400000000000002,1690.256
Labels,Standard Class,Home Office,470.1792,199,4.200000000000001,1108.8979999999992
Machines,First Class,Consumer,-3664.7874,22,5.700000000000001,3787.3500000000004
Machines,First Class,Corporate,1668.495199999999,31,2.8,13954.951000000001
Machines,First Class,Home Office,392.79319999999933,23,1.2,6411.1
Machines,Same Day,Consumer,1665.0440999999998,9,0.7,4251.803999999999
Machines,Same Day,Corporate,-1444.8526999999995,18,1.4,15941.547
Machines,Same Day,Home Office,218.57940000000002,8,0.5,2605.186
Machines,Second Class,Consumer,3376.5764999999988,18,0.8,14095.990000000002
Machines,Second Class,Corporate,-1401.9372000000005,18,2.5999999999999996,6686.165999999999
Machines,Second Class,Home Office,182.3906,7,1.3,1711.5439999999999
Machines,Standard Class,Consumer,764.2285999999924,168,9.600000000000001,57407.68100000001
Machines,Standard Class,Corporate,1881.3136999999997,74,5.300000000000002,23694.091000000004
Machines,Standard Class,Home Office,-253.08710000000391,44,3.3000000000000003,38691.221000000005
Fasteners,First Class,Consumer,62.602199999999996,51,0.6000000000000001,167.192
Fasteners,First Class,Corporate,54.03099999999999,43,1.2,155.04999999999998
Fasteners,First Class,Home Office,10.441999999999998,12,0.6000000000000001,35.356
Fasteners,Same Day,Consumer,34.49569999999999,35,0.4,90.93200000000002
Fasteners,Same Day,Corporate,11.319999999999997,10,0.2,33.7
Fasteners,Same Day,Home Office,0.30240000000000045,8,0,15.12
Fasteners,Second Class,Consumer,107.11529999999999,85,1.4,271.34999999999997
Fasteners,Second Class,Corporate,34.5665,60,1.5999999999999999,149.812
Fasteners,Second Class,Home Office,16.348,23,0.4,56.855999999999995
Fasteners,Standard Class,Consumer,372.5876,302,5.200000000000002,1151.468
Fasteners,Standard Class,Corporate,151.98549999999997,160,4.200000000000001,444.72800000000007
Fasteners,Standard Class,Home Office,93.72200000000002,125,1.9999999999999998,452.7159999999999
Supplies,First Class,Consumer,92.66330000000002,44,0.8,1972.366
Supplies,First Class,Corporate,-8.461599999999947,21,0.6000000000000001,1260.694
Supplies,First Class,Home Office,28.904500000000013,9,0.2,335.23400000000004
Supplies,Same Day,Consumer,22.237799999999993,13,0.2,100.60000000000001
Supplies,Same Day,Corporate,36.400199999999984,14,0.2,332.85
Supplies,Same Day,Home Office,20.302199999999992,7,0,76.86
Supplies,Second Class,Consumer,-662.0500000000002,66,2.1999999999999997,13263.609999999999
Supplies,Second Class,Corporate,139.82509999999982,74,1.4,16057.809999999998
Supplies,Second Class,Home Office,16.662499999999994,12,0,56.989999999999995
Supplies,Standard Class,Consumer,-1110.4024000000002,236,5.8000000000000025,10404.919999999998
Supplies,Standard Class,Corporate,171.1627,93,1.5999999999999999,1783.93
Supplies,Standard Class,Home Office,63.65619999999996,58,1.5999999999999999,1027.6740000000002
Bookcases,First Class,Consumer,-373.3393000000002,88,5.71,8980.586
Bookcases,First Class,Corporate,-82.1348000000001,77,3.7199999999999993,7715.823900000001
Bookcases,First Class,Home Office,149.4766,22,1.6400000000000001,4368.909000000001
Bookcases,Same Day,Consumer,25.168599999999984,2,0.35,562.617
Bookcases,Same Day,Corporate,271.41920000000005,4,0,1043.92
Bookcases,Same Day,Home Office,95.9778,13,0.5,1364.045
Bookcases,Second Class,Consumer,-954.3445000000004,93,6.210000000000001,11808.5941
Bookcases,Second Class,Corporate,-199.29260000000028,53,2.59,7626.8098
Bookcases,Second Class,Home Office,125.61579999999994,29,1,2871.8089999999997
Bookcases,Standard Class,Consumer,-3133.123000000003,313,16.74000000000001,47280.931899999996
Bookcases,Standard Class,Corporate,648.4583999999999,137,7.690000000000001,17619.3706
Bookcases,Standard Class,Home Office,-46.438200000000165,37,1.9900000000000002,3636.58
Tables,First Class,Consumer,-356.2374000000005,62,4.6,9191.455000000002
Tables,First Class,Corporate,297.5905999999997,51,3.0999999999999996,8951.386999999999
Tables,First Class,Home Office,-1306.7197000000006,63,3.5999999999999996,10657.934
Tables,Same Day,Consumer,-709.1798999999999,44,3.3,5455.589
Tables,Same Day,Corporate,-264.50419999999997,35,1.4,3502.4539999999997
Tables,Same Day,Home Office,-155.73840000000004,6,0.8,686.3040000000001
Tables,Second Class,Consumer,-2230.3206999999998,156,9.350000000000003,27766.781499999997
Tables,Second Class,Corporate,-1612.3905000000002,46,3.9999999999999996,6548.222000000001
Tables,Second Class,Home Office,522.0312999999996,55,1.7999999999999998,9378.743999999999
Tables,Standard Class,Consumer,-6432.2998000000025,340,25.050000000000004,57519.96950000001
Tables,Standard Class,Corporate,-3327.1945000000005,287,19.050000000000004,51869.65449999999
Tables,Standard Class,Home Office,-2150.5179000000003,96,7.300000000000001,15437.037499999993
